1754444183.280794 server started (94692): version next-3.6, socket /tmp/tmux-1000/default, protocol 8
1754444183.280815 on Linux 6.1.0-37-amd64 #1 SMP PREEMPT_DYNAMIC Debian 6.1.140-1 (2025-05-22)
1754444183.280830 using libevent 2.1.12-stable poll
1754444183.280835 using ncurses 6.4 20221231
1754444183.322560 cmdq_next <global>: [bind-key/0x561adbeef920] (0), flags 0
1754444183.322563 cmd_find_best_session: 0 sessions to try
1754444183.322565 cmd_find_current_client: no target, return (nil)
1754444183.322567 cmd_find_best_session: 0 sessions to try
1754444183.322570 cmd_find_current_client: no target, return (nil)
1754444183.322572 cmd_find_best_session: 0 sessions to try
1754444183.322574 cmd_find_best_session: 0 sessions to try
1754444183.322585 key_bindings_add: 0x10e209 TripleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1754444183.322587 cmd_find_best_session: 0 sessions to try
1754444183.322590 cmdq_next <global>: [bind-key/0x561adbef00a0] (0), flags 0
1754444183.322592 cmd_find_best_session: 0 sessions to try
1754444183.322598 cmd_find_current_client: no target, return (nil)
1754444183.322600 cmd_find_best_session: 0 sessions to try
1754444183.322603 cmd_find_current_client: no target, return (nil)
1754444183.322605 cmd_find_best_session: 0 sessions to try
1754444183.322607 cmd_find_best_session: 0 sessions to try
1754444183.322611 key_bindings_add: 0x10e0bb MouseDrag1Border = resize-pane -M
1754444183.322614 cmd_find_best_session: 0 sessions to try
1754444183.322616 cmdq_next <global>: [bind-key/0x561adbef0b60] (0), flags 0
1754444183.322619 cmd_find_best_session: 0 sessions to try
1754444183.322621 cmd_find_current_client: no target, return (nil)
1754444183.322623 cmd_find_best_session: 0 sessions to try
1754444183.322625 cmd_find_current_client: no target, return (nil)
1754444183.322628 cmd_find_best_session: 0 sessions to try
1754444183.322630 cmd_find_best_session: 0 sessions to try
1754444183.322634 key_bindings_add: 0x10e012 MouseDown1Status = select-window -t =
1754444183.322636 cmd_find_best_session: 0 sessions to try
1754444183.322639 cmdq_next <global>: [bind-key/0x561adbef1770] (0), flags 0
1754444183.322641 cmd_find_best_session: 0 sessions to try
1754444183.322643 cmd_find_current_client: no target, return (nil)
1754444183.322646 cmd_find_best_session: 0 sessions to try
1754444183.322648 cmd_find_current_client: no target, return (nil)
1754444183.322651 cmd_find_best_session: 0 sessions to try
1754444183.322653 cmd_find_best_session: 0 sessions to try
1754444183.322657 key_bindings_add: 0x10e15f WheelDownStatus = next-window
1754444183.322660 cmd_find_best_session: 0 sessions to try
1754444183.322662 cmdq_next <global>: [bind-key/0x561adbef2290] (0), flags 0
1754444183.322665 cmd_find_best_session: 0 sessions to try
1754444183.322667 cmd_find_current_client: no target, return (nil)
1754444183.322669 cmd_find_best_session: 0 sessions to try
1754444183.322672 cmd_find_current_client: no target, return (nil)
1754444183.322674 cmd_find_best_session: 0 sessions to try
1754444183.322676 cmd_find_best_session: 0 sessions to try
1754444183.322681 key_bindings_add: 0x10e156 WheelUpStatus = previous-window
1754444183.322683 cmd_find_best_session: 0 sessions to try
1754444183.322686 cmdq_next <global>: [bind-key/0x561adbee75d0] (0), flags 0
1754444183.322688 cmd_find_best_session: 0 sessions to try
1754444183.322690 cmd_find_current_client: no target, return (nil)
1754444183.322693 cmd_find_best_session: 0 sessions to try
1754444183.322695 cmd_find_current_client: no target, return (nil)
1754444183.322697 cmd_find_best_session: 0 sessions to try
1754444183.322700 cmd_find_best_session: 0 sessions to try
1754444183.322718 key_bindings_add: 0x10e025 MouseDown3StatusLeft = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1754444183.322721 cmd_find_best_session: 0 sessions to try
1754444183.322723 cmdq_next <global>: [bind-key/0x561adbef1190] (0), flags 0
1754444183.322726 cmd_find_best_session: 0 sessions to try
1754444183.322728 cmd_find_current_client: no target, return (nil)
1754444183.322730 cmd_find_best_session: 0 sessions to try
1754444183.322733 cmd_find_current_client: no target, return (nil)
1754444183.322735 cmd_find_best_session: 0 sessions to try
1754444183.322737 cmd_find_best_session: 0 sessions to try
1754444183.322752 key_bindings_add: 0x10000010e025 M-MouseDown3StatusLeft = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1754444183.322755 cmd_find_best_session: 0 sessions to try
1754444183.322757 cmdq_next <global>: [bind-key/0x561adbeefd10] (0), flags 0
1754444183.322760 cmd_find_best_session: 0 sessions to try
1754444183.322762 cmd_find_current_client: no target, return (nil)
1754444183.322767 cmd_find_best_session: 0 sessions to try
1754444183.322770 cmd_find_current_client: no target, return (nil)
1754444183.322772 cmd_find_best_session: 0 sessions to try
1754444183.322774 cmd_find_best_session: 0 sessions to try
1754444183.322799 key_bindings_add: 0x10e024 MouseDown3Status = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1754444183.322802 cmd_find_best_session: 0 sessions to try
1754444183.322804 cmdq_next <global>: [bind-key/0x561adbef2390] (0), flags 0
1754444183.322807 cmd_find_best_session: 0 sessions to try
1754444183.322809 cmd_find_current_client: no target, return (nil)
1754444183.322811 cmd_find_best_session: 0 sessions to try
1754444183.322813 cmd_find_current_client: no target, return (nil)
1754444183.322816 cmd_find_best_session: 0 sessions to try
1754444183.322818 cmd_find_best_session: 0 sessions to try
1754444183.322842 key_bindings_add: 0x10000010e024 M-MouseDown3Status = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1754444183.322844 cmd_find_best_session: 0 sessions to try
1754444183.322847 cmdq_next <global>: [bind-key/0x561adbeb50e0] (0), flags 0
1754444183.322849 cmd_find_best_session: 0 sessions to try
1754444183.322852 cmd_find_current_client: no target, return (nil)
1754444183.322854 cmd_find_best_session: 0 sessions to try
1754444183.322856 cmd_find_current_client: no target, return (nil)
1754444183.322859 cmd_find_best_session: 0 sessions to try
1754444183.322861 cmd_find_best_session: 0 sessions to try
1754444183.322937 key_bindings_add: 0x10e023 MouseDown3Pane = if-shell -F -t = "#{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}" { select-pane -t = ; send-keys -M } { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } }
1754444183.322943 cmd_find_best_session: 0 sessions to try
1754444183.322946 cmdq_next <global>: [bind-key/0x561adbeb4be0] (0), flags 0
1754444183.322948 cmd_find_best_session: 0 sessions to try
1754444183.322951 cmd_find_current_client: no target, return (nil)
1754444183.322953 cmd_find_best_session: 0 sessions to try
1754444183.322955 cmd_find_current_client: no target, return (nil)
1754444183.322957 cmd_find_best_session: 0 sessions to try
1754444183.322960 cmd_find_best_session: 0 sessions to try
1754444183.323027 key_bindings_add: 0x10000010e023 M-MouseDown3Pane = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1754444183.323030 cmd_find_best_session: 0 sessions to try
1754444183.323033 cmdq_next <global>: [bind-key/0x561adbebb7f0] (0), flags 0
1754444183.323035 cmd_find_best_session: 0 sessions to try
1754444183.323038 cmd_find_current_client: no target, return (nil)
1754444183.323040 cmd_find_best_session: 0 sessions to try
1754444183.323042 cmd_find_current_client: no target, return (nil)
1754444183.323045 cmd_find_best_session: 0 sessions to try
1754444183.323047 cmd_find_best_session: 0 sessions to try
1754444183.323050 key_bindings_add: 0x10e016 MouseDown1ScrollbarUp = copy-mode -u
1754444183.323053 cmd_find_best_session: 0 sessions to try
1754444183.323055 cmdq_next <global>: [bind-key/0x561adbef8ce0] (0), flags 0
1754444183.323058 cmd_find_best_session: 0 sessions to try
1754444183.323060 cmd_find_current_client: no target, return (nil)
1754444183.323062 cmd_find_best_session: 0 sessions to try
1754444183.323065 cmd_find_current_client: no target, return (nil)
1754444183.323067 cmd_find_best_session: 0 sessions to try
1754444183.323069 cmd_find_best_session: 0 sessions to try
1754444183.323073 key_bindings_add: 0x10e018 MouseDown1ScrollbarDown = copy-mode -d
1754444183.323075 cmd_find_best_session: 0 sessions to try
1754444183.323078 cmdq_next <global>: [bind-key/0x561adbf00960] (0), flags 0
1754444183.323080 cmd_find_best_session: 0 sessions to try
1754444183.323082 cmd_find_current_client: no target, return (nil)
1754444183.323085 cmd_find_best_session: 0 sessions to try
1754444183.323087 cmd_find_current_client: no target, return (nil)
1754444183.323089 cmd_find_best_session: 0 sessions to try
1754444183.323092 cmd_find_best_session: 0 sessions to try
1754444183.323096 key_bindings_add: 0x10e0b9 MouseDrag1ScrollbarSlider = copy-mode -S
1754444183.323098 cmd_find_best_session: 0 sessions to try
1754444183.323101 cmdq_next <global>: [bind-key/0x561adbeff230] (0), flags 0
1754444183.323103 cmd_find_best_session: 0 sessions to try
1754444183.323105 cmd_find_current_client: no target, return (nil)
1754444183.323110 cmd_find_best_session: 0 sessions to try
1754444183.323113 cmd_find_current_client: no target, return (nil)
1754444183.323115 cmd_find_best_session: 0 sessions to try
1754444183.323117 cmd_find_best_session: 0 sessions to try
1754444183.323121 key_bindings_add: 0x200000000020 C-Space = send-keys -X begin-selection
1754444183.323124 cmd_find_best_session: 0 sessions to try
1754444183.323126 cmdq_next <global>: [bind-key/0x561adbefeb40] (0), flags 0
1754444183.323129 cmd_find_best_session: 0 sessions to try
1754444183.323131 cmd_find_current_client: no target, return (nil)
1754444183.323133 cmd_find_best_session: 0 sessions to try
1754444183.323135 cmd_find_current_client: no target, return (nil)
1754444183.323138 cmd_find_best_session: 0 sessions to try
1754444183.323140 cmd_find_best_session: 0 sessions to try
1754444183.323144 key_bindings_add: 0x200000000061 C-a = send-keys -X start-of-line
1754444183.323146 cmd_find_best_session: 0 sessions to try
1754444183.323149 cmdq_next <global>: [bind-key/0x561adbeffab0] (0), flags 0
1754444183.323151 cmd_find_best_session: 0 sessions to try
1754444183.323154 cmd_find_current_client: no target, return (nil)
1754444183.323156 cmd_find_best_session: 0 sessions to try
1754444183.323158 cmd_find_current_client: no target, return (nil)
1754444183.323161 cmd_find_best_session: 0 sessions to try
1754444183.323163 cmd_find_best_session: 0 sessions to try
1754444183.323166 key_bindings_add: 0x200000000063 C-c = send-keys -X cancel
1754444183.323169 cmd_find_best_session: 0 sessions to try
1754444183.323171 cmdq_next <global>: [bind-key/0x561adbf00ed0] (0), flags 0
1754444183.323174 cmd_find_best_session: 0 sessions to try
1754444183.323176 cmd_find_current_client: no target, return (nil)
1754444183.323178 cmd_find_best_session: 0 sessions to try
1754444183.323181 cmd_find_current_client: no target, return (nil)
1754444183.323183 cmd_find_best_session: 0 sessions to try
1754444183.323185 cmd_find_best_session: 0 sessions to try
1754444183.323189 key_bindings_add: 0x200000000065 C-e = send-keys -X end-of-line
1754444183.323191 cmd_find_best_session: 0 sessions to try
1754444183.323194 cmdq_next <global>: [bind-key/0x561adbf01e60] (0), flags 0
1754444183.323196 cmd_find_best_session: 0 sessions to try
1754444183.323198 cmd_find_current_client: no target, return (nil)
1754444183.323201 cmd_find_best_session: 0 sessions to try
